,ORIGIN,DEST,COUNT
0,05A,ARC,1
1,05A,CXF,2
2,05A,FAI,13
3,05A,WCR,1
4,09A,ADQ,1
5,1G4,1G4,9
6,1G4,BLD,9
7,1G4,DQS,6
8,1G4,GCN,5
9,1G4,KNB,4
10,1G4,XXO,1
11,7AK,AKN,1
12,7AK,ANC,1
13,7AK,DUT,11
14,7AK,KQA,1
15,7AK,SNP,1
16,A01,FAI,1
17,A03,HOM,5
18,A1K,ANC,1
19,A1K,SCC,1
20,A1L,PIT,1
21,A20,ANC,5
22,A20,SCC,7
23,A26,BTT,1
24,A27,FAI,2
25,A29,A43,6
26,A29,ADQ,1
27,A2L,MQY,1
28,A2L,OPF,1
29,A43,A03,1
30,A43,A29,6
31,A43,A43,10
32,A43,A50,1
33,A43,A65,1
34,A43,A87,1
35,A43,AKK,1
36,A43,ALZ,13
37,A43,BFB,3
38,A43,DGB,4
39,A43,EHR,3
40,A43,JLA,1
41,A43,KKB,9
42,A43,KKL,1
43,A43,KLN,3
44,A43,KMY,5
45,A43,KOY,5
46,A43,KPR,9
47,A43,KPY,11
48,A43,KWP,10
49,A43,KYK,1
50,A43,KZB,10
53,A43,SYB,13
54,A43,UGI,12
55,A50,A43,2
56,A52,HOM,3
57,A63,FAI,3
58,A65,A43,1
59,A6K,FAI,2
60,A72,HOM,5
61,A87,A43,1
62,ABE,ABE,1
63,ABE,ACY,1
64,ABE,ATL,23
65,ABE,AVP,9
66,ABE,BNA,1
67,ABE,BUF,1
68,ABE,BWI,2
69,ABE,CLT,9
70,ABE,CMH,1
71,ABE,CVG,13
72,ABE,DAL,1
73,ABE,DAY,1
74,ABE,DEN,1
75,ABE,DFW,10
76,ABE,DTW,9
77,ABE,EWR,14
78,ABE,FID,1
79,ABE,FLL,8
80,ABE,FNT,1
81,ABE,HPN,1
82,ABE,IFP,2
83,ABE,IND,9
84,ABE,JAX,1
85,ABE,LAX,1
86,ABE,LGA,1
87,ABE,MDT,1
88,ABE,MEM,11
89,ABE,MIA,1
90,ABE,MYR,6
91,ABE,ONT,10
92,ABE,ORD,20
93,ABE,PDX,2
94,ABE,PGD,9
95,ABE,PHL,12
96,ABE,PIE,10
97,ABE,PIT,1
98,ABE,POP,1
99,ABE,RDU,1
100,ABE,RFD,5
101,ABE,SAN,2
102,ABE,SDF,3
103,ABE,SEA,11
104,ABE,SFB,9
105,ABE,SWF,2
106,ABE,SYR,1
107,ABE,TEB,1
108,ABE,YYZ,1
109,ABI,AFW,1
110,ABI,AMA,2
111,ABI,AUS,1
112,ABI,BWD,4
113,ABI,DFW,10
114,ABI,ENV,1
115,ABI,IFP,4
116,ABI,LBB,9
117,ABI,SJT,3
118,ABL,ANC,3
119,ABL,BKC,2
120,ABL,FBK,1
121,ABL,GAL,1
122,ABL,IAN,9
123,ABL,OBU,16
124,ABL,ORV,9
125,ABL,OTZ,31
126,ABL,RDB,14
127,ABL,SHG,19
128,ABL,WLK,9
129,ABL,WTK,2
130,ABQ,ABQ,1
131,ABQ,ALB,1
132,ABQ,ALS,5
133,ABQ,AMA,1
134,ABQ,ANC,1
135,ABQ,ATL,16
136,ABQ,AUS,26
137,ABQ,BDL,5
138,ABQ,BHM,5
139,ABQ,BNA,10
140,ABQ,BOI,7
141,ABQ,BOS,8
142,ABQ,BRO,1
143,ABQ,BUF,1
144,ABQ,BUR,10
145,ABQ,BWI,9
146,ABQ,CEC,1
147,ABQ,CHS,1
148,ABQ,CID,1
149,ABQ,CLE,5
150,ABQ,CLT,2
151,ABQ,CMH,6
152,ABQ,CNM,9
153,ABQ,COS,3
154,ABQ,CRP,5
155,ABQ,CVG,7
156,ABQ,DAL,10
157,ABQ,DCA,9
158,ABQ,DEN,46
159,ABQ,DFW,19
160,ABQ,DPA,1
161,ABQ,DRO,18
162,ABQ,DSM,6
163,ABQ,DTW,7
164,ABQ,ELP,2
165,ABQ,ENV,1
166,ABQ,EWR,6
167,ABQ,FLL,9
168,ABQ,FMN,18
169,ABQ,GEG,5
170,ABQ,GRR,2
171,ABQ,GSP,2
172,ABQ,GUA,4
173,ABQ,HOU,10
174,ABQ,HRL,4
175,ABQ,IAH,36
176,ABQ,IFP,4
177,ABQ,IND,5
178,ABQ,ISP,4
179,ABQ,JAX,5
180,ABQ,JFK,9
181,ABQ,LAS,21
182,ABQ,LAX,30
183,ABQ,LBB,16
184,ABQ,LGA,1
185,ABQ,LGB,2
186,ABQ,LIT,2
187,ABQ,LYH,1
188,ABQ,MAF,5
189,ABQ,MCI,10
190,ABQ,MCO,15
191,ABQ,MDW,9
192,ABQ,MEM,11
193,ABQ,MHT,5
194,ABQ,MKE,7
195,ABQ,MSN,1
196,ABQ,MSP,15
197,ABQ,MSY,10
198,ABQ,NAS,1
199,ABQ,OAK,12
200,ABQ,OKC,7
201,ABQ,OMA,8
202,ABQ,ONT,16
203,ABQ,ORD,44
204,ABQ,ORF,6
205,ABQ,ORH,1
206,ABQ,PBI,1
207,ABQ,PDX,17
208,ABQ,PHL,4
209,ABQ,PHX,42
210,ABQ,PIT,8
211,ABQ,PNS,2
212,ABQ,PTY,1
213,ABQ,PUB,2
214,ABQ,PVD,1
215,ABQ,RDU,2
216,ABQ,RFD,1
217,ABQ,RNO,6
218,ABQ,ROC,2
219,ABQ,RSW,3
220,ABQ,SAF,1
221,ABQ,SAL,1
222,ABQ,SAN,19
223,ABQ,SAT,13
224,ABQ,SDF,18
225,ABQ,SEA,24
226,ABQ,SFO,19
227,ABQ,SJC,11
228,ABQ,SJU,1
229,ABQ,SLC,34
230,ABQ,SMF,9
231,ABQ,SNA,18
232,ABQ,STL,9
233,ABQ,SVC,9
234,ABQ,TPA,9
235,ABQ,TUL,7
236,ABQ,TUS,8
237,ABQ,VNY,1
238,ABQ,YUL,1
239,ABR,FAR,1
240,ABR,FSD,9
241,ABR,IFP,6
242,ABR,MSP,9
243,ABR,PHF,1
244,ABR,PIR,1
245,ABY,ATL,12
246,ABY,JAX,6
247,ABY,MSY,9
248,ABY,PNS,9
249,ABY,RSW,3
250,ABY,SDF,9
251,ACA,AUS,1
252,ACA,IAH,8
253,ACA,LAX,5
254,ACC,ATL,7
255,ACC,DTW,1
256,ACC,IAD,9
257,ACC,JFK,9
258,ACC,RDU,1
259,ACK,ABE,1
261,ACK,BDL,2
262,ACK,BDR,5
263,ACK,BED,2
264,ACK,BOG,1
265,ACK,BOS,18
266,ACK,BTV,1
267,ACK,CDW,1
268,ACK,CHO,1
269,ACK,CHS,1
270,ACK,CLT,5
271,ACK,DCA,9
272,ACK,DXR,3
273,ACK,ELM,1
274,ACK,ENW,1
275,ACK,EWB,15
276,ACK,EWR,5
277,ACK,FOK,3
278,ACK,FRG,1
280,ACK,GON,2
281,ACK,HPN,25
282,ACK,HTO,3
283,ACK,HYA,23
284,ACK,JFK,5
285,ACK,LCI,1
286,ACK,LEB,1
287,ACK,LGA,11
288,ACK,MA4,1
289,ACK,MDW,1
290,ACK,ME4,1
291,ACK,MJX,1
292,ACK,MMU,6
293,ACK,MSV,3
294,ACK,MTP,1
295,ACK,MVY,11
296,ACK,NPT,2
297,ACK,NY7,1
298,ACK,OWD,1
299,ACK,OXC,1
300,ACK,PA5,1
301,ACK,PCT,1
302,ACK,PHL,1
303,ACK,PVD,10
304,ACK,PWM,2
305,ACK,SCL,2
306,ACK,TEB,9
307,ACK,TN8,1
308,ACK,UXO,1
309,ACK,VWK,1
310,ACK,WST,1
311,ACK,WVL,2
312,ACK,YYZ,5
313,ACK,ZXU,3
314,ACT,AUS,1
315,ACT,CHO,1
316,ACT,CKB,1
317,ACT,DEN,1
318,ACT,DFW,9
319,ACT,ENV,1
320,ACT,FOE,1
321,ACT,FWA,1
322,ACT,GRK,2
323,ACT,GSP,1
324,ACT,GTR,1
325,ACT,IAH,2
326,ACT,IFP,4
327,ACT,LBB,1
328,ACT,LEX,1
329,ACT,LNK,1
330,ACT,MCI,1
331,ACT,MIA,1
332,ACT,OKC,1
333,ACT,RDU,1
334,ACT,REC,1
335,ACT,SPS,1
336,ACT,SRQ,1
337,ACT,VIS,1
338,ACT,YIP,1
339,ACV,CEC,5
340,ACV,LAX,4
341,ACV,SFO,9
342,ACV,SJC,1
343,ACV,SMF,8
344,ACV,UKI,7
345,ACY,ACK,1
346,ACY,ACY,1
347,ACY,AGS,2
348,ACY,ALB,2
349,ACY,ATL,6
350,ACY,BDL,1
351,ACY,BOS,5
352,ACY,BTV,1
353,ACY,BUF,6
354,ACY,CAE,3
355,ACY,CEF,6
356,ACY,CHS,5
357,ACY,CLE,6
358,ACY,CLT,6
359,ACY,CMH,2
360,ACY,CRW,1
361,ACY,CVG,4
362,ACY,DAY,4
363,ACY,DTW,7
364,ACY,EWR,3
365,ACY,FAY,6
366,ACY,FLL,9
367,ACY,FRG,1
368,ACY,FWA,1
369,ACY,GPT,2
370,ACY,GRR,2
371,ACY,GSO,7
372,ACY,GSP,2
373,ACY,ILM,3
374,ACY,IND,1
375,ACY,ISP,1
376,ACY,JAX,3
377,ACY,JFK,5
378,ACY,LBE,6
379,ACY,MBS,1
380,ACY,MCO,9
381,ACY,MEM,2
382,ACY,MHT,3
383,ACY,MIA,2
384,ACY,MKE,2
385,ACY,MKG,2
386,ACY,MSY,7
387,ACY,MYR,14
388,ACY,OAJ,3
390,ACY,ORF,5
391,ACY,PBI,7
392,ACY,PGV,4
393,ACY,PHL,1
394,ACY,PIT,6
395,ACY,PVD,3
396,ACY,PWM,4
397,ACY,RDU,7
398,ACY,RIC,6
399,ACY,ROA,4
400,ACY,ROC,2
401,ACY,RSW,9
402,ACY,SDF,2
403,ACY,SFB,4
404,ACY,SYR,3
405,ACY,TPA,9
406,ACY,TRI,1
407,ACY,TTN,1
408,ACY,TYS,3
409,ACY,YNG,5
410,ACY,YUL,1
411,ACY,YYZ,8
412,ADD,EWR,9
413,ADD,IAD,9
414,ADD,LAX,9
415,ADD,ORD,4
416,ADK,ANC,22
417,ADQ,09A,3
419,ADQ,ADQ,13
420,ADQ,AKK,19
421,ADQ,AKN,8
422,ADQ,ALZ,1
423,ADQ,ANC,53
424,ADQ,AUK,1
425,ADQ,BET,1
426,ADQ,CDV,1
427,ADQ,DGB,6
428,ADQ,DLG,5
429,ADQ,EGX,3
430,ADQ,ENA,11
431,ADQ,FAI,9
432,ADQ,GAL,2
433,ADQ,GAM,1
434,ADQ,HOM,10
435,ADQ,JNU,5
436,ADQ,KLN,17
437,ADQ,KOZ,18
438,ADQ,KSM,2
439,ADQ,KVL,1
440,ADQ,KYK,17
441,ADQ,NNK,2
442,ADQ,OLH,18
443,ADQ,OME,1
444,ADQ,ORI,18
445,ADQ,OTZ,1
446,ADQ,SDP,1
447,ADQ,SEA,7
448,ADQ,SKJ,1
449,ADQ,SKK,1
450,ADQ,VDZ,5
452,ADS,BDL,1
453,ADS,BTR,1
454,ADS,CHS,2
455,ADS,CKB,1
456,ADS,CLL,4
457,ADS,CPR,1
458,ADS,DAL,1
459,ADS,DEN,1
460,ADS,ELP,1
461,ADS,EUG,1
462,ADS,FYV,2
463,ADS,GSP,1
464,ADS,GTR,1
465,ADS,HOU,2
466,ADS,IAH,1
467,ADS,LAF,1
468,ADS,LRD,4
469,ADS,MCI,1
470,ADS,MDW,1
471,ADS,MQY,2
472,ADS,MSP,1
473,ADS,NYL,2
474,ADS,OMA,1
475,ADS,PHX,1
476,ADS,RIL,1
477,ADS,RNO,1
478,ADS,SAT,4
479,ADS,SHV,1
480,ADS,SLW,1
481,ADS,YIP,1
482,ADS,YVR,1
483,ADS,YYC,1
484,ADW,COO,1
485,ADW,STL,1
486,AET,BTT,6
487,AET,FAI,21
488,AET,HUS,9
489,AET,KYU,1
490,AEX,ABQ,1
491,AEX,ACC,1
492,AEX,ACY,1
493,AEX,AEX,3
494,AEX,ATL,14
495,AEX,AZA,8
496,AEX,BDL,2
497,AEX,BED,1
498,AEX,BHM,1
499,AEX,BOG,6
500,AEX,BRO,13
501,AEX,BTR,2
502,AEX,CAE,1
503,AEX,CLE,1
504,AEX,CLT,1
505,AEX,CMI,1
506,AEX,COU,1
507,AEX,CSG,6
508,AEX,DFW,12
509,AEX,DQK,4
510,AEX,DSS,2
511,AEX,DTW,1
512,AEX,ELP,8
513,AEX,ENV,1
514,AEX,EWR,8
515,AEX,FTW,7
516,AEX,GSO,4
517,AEX,GUA,12
518,AEX,GYE,1
519,AEX,GYY,2
520,AEX,HLN,1
521,AEX,IAD,1
522,AEX,IAH,23
523,AEX,JAX,2
524,AEX,KIN,3
525,AEX,LFI,1
526,AEX,LNK,1
527,AEX,MCO,1
528,AEX,MDT,8
529,AEX,MEM,2
530,AEX,MEX,5
531,AEX,MIA,14
532,AEX,MSP,6
533,AEX,MSY,2
534,AEX,NAS,1
535,AEX,OMA,6
536,AEX,ORD,1
537,AEX,PAP,4
539,AEX,PIT,1
540,AEX,PSM,2
541,AEX,PTY,1
542,AEX,PVD,1
543,AEX,RDU,1
544,AEX,RFD,1
545,AEX,RIC,2
546,AEX,SAL,6
547,AEX,SAN,1
548,AEX,SAP,9
549,AEX,SAT,2
550,AEX,SDQ,1
551,AEX,STL,4
552,AEX,SYR,4
553,AEX,TCL,2
554,AEX,TOL,1
555,AEX,TUL,1
556,AEX,XNA,1
557,AEY,TEB,1
558,AFW,ABQ,1
559,AFW,AFW,2
560,AFW,ATL,1
561,AFW,AUS,9
562,AFW,BGR,1
563,AFW,BHM,1
565,AFW,BNA,1
566,AFW,BUR,10
567,AFW,BWD,1
568,AFW,COS,1
569,AFW,DAL,1
570,AFW,DEN,9
571,AFW,DFW,1
572,AFW,ELP,9
573,AFW,EWR,1
574,AFW,FWA,1
575,AFW,GCM,1
576,AFW,GSP,2
577,AFW,HNL,1
578,AFW,HRL,2
579,AFW,IAH,9
580,AFW,ICT,18
581,AFW,IND,2
582,AFW,KOA,1
583,AFW,LAX,9
584,AFW,LBB,18
585,AFW,LGB,1
586,AFW,LRD,9
587,AFW,LYH,1
588,AFW,MAF,18
589,AFW,MCI,9
590,AFW,MEM,9
591,AFW,MSP,3
592,AFW,MSY,3
595,AFW,OAK,11
596,AFW,OKC,4
597,AFW,ORD,9
598,AFW,PDX,9
599,AFW,ROW,7
600,AFW,SAN,1
601,AFW,SAT,9
602,AFW,SEA,9
603,AFW,SHV,14
604,AFW,SJC,1
605,AFW,SJT,2
606,AFW,SLC,9
607,AFW,STL,1
608,AFW,STT,1
609,AFW,TOL,2
610,AFW,TPA,9
611,AFW,TUL,20
612,AFW,USA,1
613,AFW,XNA,1
614,AFW,YIP,1
615,AGC,HPN,1
616,AGC,KY5,1
617,AGC,LAS,1
618,AGC,LRD,1
619,AGC,MIA,1
620,AGC,OMA,1
621,AGC,PIT,3
622,AGC,PNE,1
623,AGC,TTN,2
624,AGC,VGC,1
625,AGN,AGN,1
626,AGN,ELV,1
627,AGN,JNU,11
628,AGN,PBK,1
629,AGN,SIT,2
630,AGN,TKE,8
631,AGP,ATL,5
632,AGP,BGR,1
633,AGP,JFK,6
634,AGS,ACY,3
635,AGS,ATL,34
636,AGS,AUS,1
637,AGS,BNA,1
638,AGS,CLT,17
639,AGS,DCA,1
640,AGS,DFW,1
641,AGS,GPT,6
642,AGS,HPN,1
643,AGS,IAD,1
644,AGS,IFP,2
645,AGS,LGA,3
646,AGS,OKC,1
647,AGS,ORD,1
648,AGS,PDK,1
649,AGS,PHL,2
650,AGS,PIT,2
651,AGS,SAV,1
652,AGS,TEB,2
653,AGS,TN8,1
654,AGS,YYZ,4
655,AGU,DFW,9
656,AGU,IAH,9
657,AGU,LAX,9
658,AGU,MFE,1
659,AHN,CLL,2
660,AHN,CLT,1
661,AHN,CMH,1
662,AHN,COU,1
663,AHN,DAL,1
664,AHN,MCN,1
665,AHN,MMU,1
666,AHN,MQY,1
667,AHN,SAV,1
668,AHN,TPA,1
669,AHN,TYS,1
670,AIA,CDR,9
671,AIA,CVO,1
672,AIA,DEN,9
673,AIK,HAV,1
674,AIK,IND,1
675,AIK,TRM,1
676,AIN,ANC,3
677,AIN,ATK,10
678,AIN,BRW,19
679,AIN,BTI,1
680,AIN,FAI,2
681,AIN,NUI,2
682,AIN,OTZ,1
683,AIN,PHO,1
684,AIN,PIZ,4
685,AIN,RDB,1
686,AIN,SCC,1
687,AIN,WTK,1
688,AK7,FAI,2
689,AKB,ANC,1
690,AKB,DUT,11
691,AKI,ANI,2
692,AKI,BET,34
693,AKI,EEK,1
694,AKI,ILI,1
695,AKI,KKI,24
696,AKI,KLG,3
697,AKI,KPN,1
698,AKI,KSM,1
699,AKI,KWT,9
700,AKI,NUP,1
701,AKI,PKA,2
702,AKI,TLT,20
703,AKI,TOG,1
704,AKI,VAK,1
705,AKI,ZNC,1
706,AKK,A43,1
707,AKK,ADQ,18
708,AKK,OLH,4
709,AKL,HNL,19
710,AKL,IAH,9
711,AKL,LAX,12
712,AKL,SFO,12
713,AKN,ADQ,5
714,AKN,AKN,2
715,AKN,ANC,70
716,AKN,ANI,2
717,AKN,BET,3
718,AKN,CDB,2
719,AKN,CDV,1
720,AKN,CLP,1
721,AKN,CYF,2
722,AKN,DLG,25
723,AKN,DQL,4
724,AKN,DUT,5
725,AKN,EGX,10
726,AKN,ENA,5
727,AKN,FAI,2
728,AKN,HOM,3
729,AKN,IGG,9
730,AKN,ILI,8
731,AKN,KCG,10
732,AKN,KCL,9
733,AKN,KCQ,9
734,AKN,KGK,1
735,AKN,KKH,1
736,AKN,KLL,9
737,AKN,KLW,1
738,AKN,KNK,4
739,AKN,KNW,1
740,AKN,KPN,1
741,AKN,KPV,10
742,AKN,KTN,1
743,AKN,LKK,5
744,AKN,MCG,1
745,AKN,NNL,2
746,AKN,OME,1
747,AKN,PDB,1
748,AKN,PIP,10
749,AKN,PML,1
750,AKN,PTH,10
751,AKN,PTU,1
752,AKN,RBH,5
753,AKN,SDP,2
754,AKN,SIT,1
755,AKN,TOG,1
756,AKN,UGS,9
757,AKN,VDZ,1
758,AKN,WNA,1
759,AKN,WSN,9
760,AKP,AET,1
761,AKP,ANC,1
762,AKP,BRW,6
763,AKP,BTI,1
764,AKP,BTT,2
765,AKP,CXF,7
766,AKP,FAI,39
767,AKP,FYU,1
768,AKP,NUI,4
769,AKP,PIZ,1
770,AKP,SCC,3
771,AL3,DAL,1
772,AL3,FTY,1
773,AL9,MQY,1
774,ALB,ABQ,8
775,ALB,ACY,1
776,ALB,AEX,1
777,ALB,AGC,1
778,ALB,ALB,1
779,ALB,ATL,18
780,ALB,AUG,1
781,ALB,AUS,8
782,ALB,AVL,2
783,ALB,AZA,1
784,ALB,BDL,9
785,ALB,BED,1
786,ALB,BHM,3
787,ALB,BNA,7
788,ALB,BOS,12
789,ALB,BTV,8
790,ALB,BUF,11
791,ALB,BWI,12
792,ALB,CAE,2
793,ALB,CEF,2
794,ALB,CHS,5
795,ALB,CLE,4
796,ALB,CLT,18
797,ALB,CMH,8
798,ALB,CVG,4
799,ALB,DAL,7
800,ALB,DCA,22
801,ALB,DEN,12
802,ALB,DTW,25
803,ALB,EWR,33
804,ALB,FAY,1
805,ALB,FLL,19
806,ALB,FME,1
807,ALB,FWA,1
808,ALB,GEG,1
809,ALB,GPT,2
810,ALB,GRR,3
811,ALB,HOU,9
812,ALB,HPN,1
813,ALB,IAD,25
814,ALB,IND,5
815,ALB,ITH,4
816,ALB,JAX,8
817,ALB,JFK,4
818,ALB,LAS,16
819,ALB,LAX,9
820,ALB,LGA,4
821,ALB,MAF,2
822,ALB,MCI,6
823,ALB,MCO,18
824,ALB,MDT,2
825,ALB,MDW,12
826,ALB,MEM,16
827,ALB,MKE,2
828,ALB,MSP,13
829,ALB,MSS,5
830,ALB,MSY,4
831,ALB,MVY,1
832,ALB,MYR,6
833,ALB,OAK,3
834,ALB,OGS,9
835,ALB,OMA,1
836,ALB,ONT,1
837,ALB,ORD,44
838,ALB,ORF,2
839,ALB,PBG,9
840,ALB,PBI,4
841,ALB,PDX,6
842,ALB,PHL,25
843,ALB,PHX,6
844,ALB,PIT,10
845,ALB,PWM,2
846,ALB,RDU,9
847,ALB,RFD,1
848,ALB,RIC,1
849,ALB,ROC,1
850,ALB,RSW,4
851,ALB,RUT,9
852,ALB,SAN,4
853,ALB,SAT,8
854,ALB,SDF,12
855,ALB,SEA,6
856,ALB,SFO,2
857,ALB,SJU,6
858,ALB,SLC,2
859,ALB,SMF,6
860,ALB,SNA,4
861,ALB,STL,9
862,ALB,SYR,10
863,ALB,TEB,4
864,ALB,TPA,11
865,ALB,TUL,3
866,ALB,UGN,1
867,ALB,YHM,1
868,ALB,YOW,1
869,ALB,YVR,2
870,ALN,BNA,1
871,ALO,BMI,1
872,ALO,BWI,2
873,ALO,EVV,1
874,ALO,HUF,1
875,ALO,LRD,1
876,ALO,MDW,1
877,ALO,MIA,1
878,ALO,MSO,1
879,ALO,ORD,9
880,ALO,PHF,1
881,ALS,ABQ,5
882,ALS,DEN,9
883,ALW,SEA,9
884,ALZ,A43,11
885,ALZ,ADQ,1
886,ALZ,KMY,1
887,AMA,ABQ,5
888,AMA,ATL,4
889,AMA,AUS,9
890,AMA,BDL,1
891,AMA,BNA,5
892,AMA,BOI,1
893,AMA,BUR,2
894,AMA,BWI,5
895,AMA,CHS,2
896,AMA,CLD,1
897,AMA,COS,1
898,AMA,CRP,3
899,AMA,CVG,2
900,AMA,DAL,9
901,AMA,DCA,5
902,AMA,DEN,15
903,AMA,DFW,20
904,AMA,DTW,4
905,AMA,ELP,2
906,AMA,ENV,3
907,AMA,FLL,3
908,AMA,FOK,1
909,AMA,HOU,9
910,AMA,IAH,13
911,AMA,IFP,5
912,AMA,ILN,1
913,AMA,IND,3
914,AMA,LAS,11
915,AMA,LAX,7
916,AMA,LBB,1
917,AMA,MAF,4
918,AMA,MCI,8
919,AMA,MCO,2
920,AMA,MDW,6
921,AMA,MHT,1
922,AMA,MSP,1
923,AMA,MSY,6
924,AMA,OAK,5
925,AMA,OKC,1
926,AMA,PDX,2
927,AMA,PHX,12
928,AMA,RDU,3
929,AMA,SAN,7
930,AMA,SAT,4
931,AMA,SEA,3
932,AMA,SFO,5
933,AMA,SJC,8
934,AMA,SLC,4
935,AMA,SNA,1
936,AMA,STL,2
937,AMA,TPA,1
938,AMD,EWR,8
939,AMM,DTW,5
940,AMM,JFK,18
941,AMM,ORD,9
942,AMS,ATL,20
943,AMS,AUS,1
944,AMS,BGR,1
945,AMS,BNA,1
946,AMS,BOS,12
947,AMS,BUF,1
948,AMS,BWI,1
949,AMS,CMH,1
950,AMS,CVG,1
951,AMS,DFW,5
952,AMS,DTW,9
953,AMS,EWR,12
954,AMS,IAD,19
955,AMS,IAH,18
956,AMS,JFK,34
957,AMS,LAS,1
958,AMS,LAX,15
959,AMS,LCK,1
960,AMS,MCO,7
961,AMS,MDW,1
962,AMS,MIA,21
963,AMS,MSP,18
964,AMS,ORD,20
965,AMS,PDX,9
966,AMS,PHL,9
967,AMS,SEA,9
968,AMS,SFB,9
969,AMS,SFO,9
970,AMS,SLC,16
971,AMS,SMF,1
972,AMS,TEB,4
973,AMW,PIT,1
974,ANB,BHM,1
975,ANB,DCU,1
976,ANB,DTO,1
977,ANB,HSV,1
978,ANB,LRD,1
979,ANB,SJC,1
980,ANB,TLC,1
981,ANB,USA,1
982,ANC,A1K,1
983,ANC,ABL,8
984,ANC,ADK,23
985,ANC,ADQ,65
986,ANC,AET,1
987,ANC,AFW,1
988,ANC,AIN,12
989,ANC,AKB,1
990,ANC,AKI,10
991,ANC,AKN,71
992,ANC,AKP,9
993,ANC,AMS,2
994,ANC,ANC,62
995,ANC,ANI,56
996,ANC,ANV,25
997,ANC,ATK,10
998,ANC,ATL,6
999,ANC,ATT,8
1000,ANC,AUK,17
1001,ANC,AUS,1
1002,ANC,BET,76
1003,ANC,BFI,6
1004,ANC,BKC,9
1005,ANC,BRW,42
1006,ANC,BTI,15
1008,ANC,BVU,13
1009,ANC,CAN,5
1010,ANC,CDB,25
1011,ANC,CDG,7
1012,ANC,CDV,30
1013,ANC,CGO,6
1014,ANC,CHS,9
1015,ANC,CHU,13
1016,ANC,CKD,15
1017,ANC,CLP,1
1018,ANC,CSX,4
1019,ANC,CTS,1
1020,ANC,CVG,41
1021,ANC,CYF,11
1022,ANC,CYT,1
1023,ANC,CZF,1
1024,ANC,DCK,3
1025,ANC,DEN,10
1026,ANC,DFW,15
1027,ANC,DLG,65
1028,ANC,DRG,8
1029,ANC,DUT,43
1030,ANC,EEK,8
1031,ANC,EGX,10
1032,ANC,EHM,1
1033,ANC,ELI,12
1034,ANC,EMK,28
1035,ANC,ENA,45
1036,ANC,ENN,4
1037,ANC,EWR,4
1038,ANC,FAI,69
1039,ANC,FRA,5
1040,ANC,FVQ,1
1041,ANC,FWL,2
1042,ANC,FYU,9
1043,ANC,GAL,32
1044,ANC,GAM,17
1045,ANC,GBH,9
1046,ANC,GEG,1
1047,ANC,GEK,1
1048,ANC,GLV,9
1049,ANC,GNU,12
1050,ANC,GUM,9
1051,ANC,HCR,24
1052,ANC,HGH,8
1053,ANC,HKG,55
1054,ANC,HNL,10
1055,ANC,HOM,33
1056,ANC,HPB,11
1057,ANC,HSL,8
1058,ANC,HSV,9
1059,ANC,IAH,9
1060,ANC,IAN,10
1061,ANC,ICN,64
1062,ANC,IGG,4
1063,ANC,ILI,46
1064,ANC,IND,9
1065,ANC,JFK,16
1066,ANC,JNU,27
1067,ANC,JZE,2
1068,ANC,KAL,10
1069,ANC,KCL,3
1070,ANC,KEF,6
1071,ANC,KEK,2
1072,ANC,KFP,1
1073,ANC,KGX,20
1074,ANC,KIX,23
1075,ANC,KKA,16
1076,ANC,KKH,11
1077,ANC,KKI,9
1078,ANC,KLG,20
1079,ANC,KLN,5
1080,ANC,KLW,1
1081,ANC,KMO,5
1082,ANC,KNK,13
1083,ANC,KNW,7
1084,ANC,KOA,4
1086,ANC,KOT,18
1087,ANC,KPN,12
1088,ANC,KPV,1
1089,ANC,KSM,49
1090,ANC,KTN,27
1091,ANC,KTS,3
1092,ANC,KUK,10
1093,ANC,KVC,4
1094,ANC,KVL,10
1095,ANC,KWK,10
1096,ANC,KWN,11
1097,ANC,KWT,12
1098,ANC,KYU,2
1099,ANC,LAS,1
1100,ANC,LAX,45
1101,ANC,LCK,2
1102,ANC,LKK,3
1103,ANC,LUR,3
1105,ANC,MCG,26
1107,ANC,MEM,9
1108,ANC,MEX,2
1109,ANC,MIA,14
1110,ANC,MKE,1
1111,ANC,MLL,11
1112,ANC,MMU,1
1113,ANC,MNL,1
1114,ANC,MOU,17
1115,ANC,MSN,2
1116,ANC,MSP,15
1117,ANC,MYU,10
1118,ANC,NCN,9
1120,ANC,NGO,15
1121,ANC,NIB,1
1122,ANC,NKG,1
1123,ANC,NLG,10
1124,ANC,NME,11
1126,ANC,NNL,9
1127,ANC,NRT,56
1128,ANC,NUI,12
1129,ANC,NUL,5
1130,ANC,NUP,10
1131,ANC,OAK,9
1132,ANC,OBU,13
1133,ANC,OGG,3
1135,ANC,OKO,2
1136,ANC,OME,78
1137,ANC,ONT,10
1138,ANC,OOK,10
1139,ANC,ORD,56
1140,ANC,ORV,13
1141,ANC,OSN,2
1142,ANC,OTZ,67
1143,ANC,PAE,7
1144,ANC,PDB,6
1145,ANC,PDX,14
1146,ANC,PEK,2
1147,ANC,PHO,17
1148,ANC,PHX,7
1149,ANC,PIZ,12
1150,ANC,PKA,10
1151,ANC,PKC,3
1152,ANC,PML,3
1153,ANC,PPC,12
1154,ANC,PQS,17
1155,ANC,PSG,21
1156,ANC,PTA,3
1157,ANC,PTH,4
1158,ANC,PTP,2
1159,ANC,PTU,8
1160,ANC,PVG,26
1161,ANC,RBY,6
1162,ANC,RDB,22
