,ORIGIN,DEST,COUNT
6603,DCA,BTR,2
6604,DCA,BTV,18
6605,DCA,BUF,17
6606,DCA,BUR,1
6607,DCA,BWI,2
6608,DCA,CAE,19
6609,DCA,CAK,9
6610,DCA,CDG,7
6611,DCA,CHA,9
6612,DCA,CHS,32
6613,DCA,CID,3
6614,DCA,CKB,1
6615,DCA,CLE,33
6616,DCA,CLL,1
6617,DCA,CLT,25
6618,DCA,CMH,23
6619,DCA,COS,1
6620,DCA,CRP,4
6621,DCA,CRW,9
6622,DCA,CUN,2
6623,DCA,CVG,38
6624,DCA,CWA,3
6625,DCA,DAL,20
6626,DCA,DAY,21
6627,DCA,DCA,3
6628,DCA,DEN,28
6629,DCA,DFW,14
6630,DCA,DLH,1
6631,DCA,DSM,12
6632,DCA,DTW,42
6633,DCA,ECP,2
6634,DCA,ELP,11
6635,DCA,ESC,1
6636,DCA,EVV,1
6637,DCA,EWR,26
6638,DCA,EYW,8
6639,DCA,FAR,1
6640,DCA,FLL,19
6641,DCA,FSD,2
6642,DCA,FWA,3
6643,DCA,GEG,5
6644,DCA,GJT,1
6645,DCA,GPT,7
6646,DCA,GRR,16
6647,DCA,GSO,9
6648,DCA,GSP,20
6649,DCA,GUA,1
6650,DCA,HAV,8
6651,DCA,HEL,1
6652,DCA,HOU,9
6653,DCA,HPN,18
6654,DCA,HRL,1
6655,DCA,HSV,17
6656,DCA,IAD,3
6657,DCA,IAH,27
6658,DCA,ICT,5
6659,DCA,ILM,13
6660,DCA,IND,35
6661,DCA,JAN,9
6662,DCA,JAX,37
6663,DCA,JFK,42
6664,DCA,LAF,3
6665,DCA,LAL,1
6666,DCA,LAN,9
6667,DCA,LAS,23
6668,DCA,LAX,45
6669,DCA,LBB,2
6670,DCA,LEX,11
6671,DCA,LFT,1
6672,DCA,LGA,17
6673,DCA,LGB,1
6674,DCA,LHR,1
6675,DCA,LIM,8
6676,DCA,LIT,7
6677,DCA,LSE,2
6678,DCA,MAF,3
6679,DCA,MCI,23
6680,DCA,MCO,32
6681,DCA,MDT,1
6682,DCA,MDW,11
6683,DCA,MEM,22
6684,DCA,MGM,4
6685,DCA,MHT,19
6686,DCA,MIA,11
6687,DCA,MKE,9
6688,DCA,MNZ,1
6689,DCA,MSN,12
6690,DCA,MSP,37
6691,DCA,MSY,26
6692,DCA,MVY,4
6693,DCA,MWA,1
6694,DCA,MYR,11
6695,DCA,NAS,11
6696,DCA,OAK,9
6697,DCA,OKC,5
6698,DCA,OMA,19
6699,DCA,ONT,4
6700,DCA,ORD,44
6701,DCA,ORF,14
6702,DCA,OSL,1
6703,DCA,OXC,1
6704,DCA,PBI,33
6705,DCA,PDX,16
6706,DCA,PHF,1
6707,DCA,PHL,23
6708,DCA,PHX,18
6709,DCA,PIA,3
6710,DCA,PIT,28
6711,DCA,PLN,1
6712,DCA,PNS,26
6713,DCA,PVD,36
6714,DCA,PWM,20
6715,DCA,RAP,1
6716,DCA,RDU,41
6717,DCA,RFD,1
6718,DCA,RIC,2
6719,DCA,RNO,3
6720,DCA,ROC,23
6721,DCA,RSW,31
6722,DCA,SAN,9
6723,DCA,SAT,17
6724,DCA,SAV,20
6725,DCA,SDF,22
6726,DCA,SEA,18
6727,DCA,SFO,25
6728,DCA,SGF,2
6729,DCA,SHV,2
6730,DCA,SJC,9
6731,DCA,SJO,1
6732,DCA,SJU,17
6733,DCA,SLC,10
6734,DCA,SMF,6
6735,DCA,SNA,2
6736,DCA,SPI,5
6737,DCA,SRQ,11
6738,DCA,STL,37
6739,DCA,SWF,2
6740,DCA,SYR,26
6741,DCA,TEB,1
6742,DCA,TLH,11
6743,DCA,TPA,28
6744,DCA,TUL,3
6745,DCA,TUS,2
6746,DCA,TVC,1
6747,DCA,TYS,17
6748,DCA,UGN,1
6749,DCA,VPS,9
6750,DCA,XNA,11
6751,DCA,YHZ,1
6752,DCA,YOW,9
6753,DCA,YUL,9
6754,DCA,YYZ,20
6755,DCK,ABL,2
6756,DCK,AET,1
6757,DCK,ANC,2
6758,DCK,FAI,8
6759,DCK,OME,1
6760,DCK,OTZ,1
6761,DCK,SHG,1
6762,DCU,ELP,1
6763,DCU,GSP,1
6764,DCU,ILM,1
6765,DCU,SHV,1
6766,DCU,SLW,2
6767,DCU,STP,1
6768,DDC,DEN,9
6769,DE2,HPN,1
6770,DEC,BNA,1
6771,DEC,MDW,1
6772,DEC,ORD,12
6773,DEC,STL,12
6774,DEL,BOS,1
6775,DEL,EWR,18
6776,DEL,GUM,2
6777,DEL,IAD,9
6778,DEL,JFK,9
6779,DEL,ORD,9
6780,DEL,SFO,9
6781,DEN,ABE,2
6782,DEN,ABI,1
6783,DEN,ABQ,45
6784,DEN,ADS,1
6785,DEN,AFW,9
6786,DEN,AIA,9
6787,DEN,ALB,13
6788,DEN,ALO,1
6789,DEN,ALS,9
6790,DEN,AMA,18
6791,DEN,AMS,8
6792,DEN,ANC,11
6793,DEN,ASE,9
6794,DEN,ATL,57
6795,DEN,ATW,4
6796,DEN,ATY,4
6797,DEN,AUS,46
6798,DEN,AVL,5
6799,DEN,AZA,1
6800,DEN,BDL,19
6801,DEN,BED,1
6802,DEN,BFF,9
6803,DEN,BFI,2
6804,DEN,BFL,9
6805,DEN,BHM,30
6806,DEN,BIL,24
6807,DEN,BIS,24
6808,DEN,BKG,4
6809,DEN,BLI,4
6810,DEN,BMI,1
6811,DEN,BNA,47
6812,DEN,BOI,34
6813,DEN,BON,1
6814,DEN,BOS,33
6815,DEN,BUF,21
6816,DEN,BUR,35
6817,DEN,BWI,29
6818,DEN,BZE,8
6819,DEN,BZN,27
6820,DEN,CAE,1
6821,DEN,CDG,14
6822,DEN,CDR,9
6823,DEN,CEZ,9
6824,DEN,CHS,15
6825,DEN,CID,22
6826,DEN,CLE,44
6827,DEN,CLL,1
6828,DEN,CLT,43
6829,DEN,CMH,39
6830,DEN,CNY,5
6831,DEN,COD,9
6832,DEN,COS,25
6833,DEN,COU,9
6834,DEN,CPR,24
6835,DEN,CPS,2
6836,DEN,CRP,1
6837,DEN,CUN,28
6838,DEN,CUU,9
6839,DEN,CVG,88
6840,DEN,CWF,1
6841,DEN,CWL,1
6842,DEN,CYS,7
6843,DEN,CZM,4
6844,DEN,DAL,13
6845,DEN,DAY,18
6846,DEN,DCA,28
6847,DEN,DDC,9
6848,DEN,DEN,1
6849,DEN,DFW,61
6850,DEN,DIK,9
6851,DEN,DRO,26
6852,DEN,DSM,47
6853,DEN,DSS,1
6854,DEN,DTW,51
6855,DEN,DVL,9
6856,DEN,EAR,1
6857,DEN,ECP,8
6858,DEN,EGE,22
6859,DEN,ELP,58
6860,DEN,ENV,5
6861,DEN,EUG,18
6862,DEN,EWR,18
6863,DEN,FAR,32
6864,DEN,FAT,23
6865,DEN,FCA,20
6866,DEN,FLL,27
6867,DEN,FNT,4
6868,DEN,FRA,9
6869,DEN,FRG,1
6870,DEN,FSD,36
6871,DEN,GCC,9
6872,DEN,GCM,2
6873,DEN,GDL,11
6874,DEN,GEG,29
6875,DEN,GJT,21
6876,DEN,GRR,42
6877,DEN,GSO,6
6878,DEN,GSP,2
6879,DEN,GTF,14
6880,DEN,GUA,2
6881,DEN,GUC,12
6882,DEN,HDN,22
6883,DEN,HLN,9
6884,DEN,HND,1
6885,DEN,HNL,9
6886,DEN,HOU,10
6887,DEN,HRL,6
6888,DEN,HSV,9
6889,DEN,HYS,9
6890,DEN,IAD,29
6891,DEN,IAH,33
6892,DEN,ICT,39
6893,DEN,IDA,13
6894,DEN,IFP,5
6895,DEN,IND,62
6896,DEN,ISN,27
6897,DEN,ISP,16
6898,DEN,JAC,29
6899,DEN,JAX,25
6900,DEN,JER,1
6901,DEN,JFK,23
6902,DEN,JMS,9
6903,DEN,KEF,9
6904,DEN,KOA,9
6905,DEN,LAR,9
6906,DEN,LAS,48
6907,DEN,LAX,71
6908,DEN,LBB,21
6909,DEN,LBF,8
6910,DEN,LBL,8
6911,DEN,LGA,44
6912,DEN,LGB,12
6913,DEN,LGW,10
6914,DEN,LHR,23
6915,DEN,LIH,9
6916,DEN,LIR,8
6917,DEN,LIT,36
6918,DEN,LNK,18
6919,DEN,LSE,1
6920,DEN,LUK,1
6921,DEN,MAF,27
6922,DEN,MCI,58
6923,DEN,MCK,9
6924,DEN,MCO,35
6925,DEN,MDT,5
6926,DEN,MDW,13
6927,DEN,MEM,44
6928,DEN,MEX,19
6929,DEN,MFR,14
6930,DEN,MHR,3
6931,DEN,MHT,4
6932,DEN,MIA,27
6933,DEN,MKE,39
6934,DEN,MLI,19
6935,DEN,MOT,14
6936,DEN,MQY,1
6937,DEN,MSN,21
6938,DEN,MSO,30
6939,DEN,MSP,69
6940,DEN,MSY,35
6941,DEN,MTJ,27
6942,DEN,MTY,8
6943,DEN,MUC,9
6944,DEN,MYR,5
6945,DEN,MZT,2
6946,DEN,NAS,2
6947,DEN,NRT,9
6948,DEN,OAK,17
6949,DEN,OCF,1
6950,DEN,OGG,9
6951,DEN,OKC,47
6952,DEN,OMA,53
6953,DEN,ONT,42
6954,DEN,ORD,44
6955,DEN,ORF,11
6956,DEN,OTH,4
6957,DEN,PBI,6
6958,DEN,PDX,36
6959,DEN,PGA,3
6960,DEN,PHL,38
6961,DEN,PHX,49
6962,DEN,PIR,9
6963,DEN,PIT,25
6964,DEN,PNS,14
6965,DEN,PRC,5
6966,DEN,PSC,11
6967,DEN,PSP,25
6968,DEN,PTY,9
6969,DEN,PUB,9
6970,DEN,PVD,15
6971,DEN,PVR,23
6972,DEN,PWM,4
6973,DEN,RAP,24
6974,DEN,RDM,13
6975,DEN,RDU,28
6976,DEN,RFD,5
6977,DEN,RIC,16
6978,DEN,RIW,8
6979,DEN,RKS,9
6980,DEN,RNO,49
6981,DEN,ROC,5
6982,DEN,RST,1
6983,DEN,RSW,26
6984,DEN,RTB,1
6985,DEN,SAF,9
6986,DEN,SAN,30
6987,DEN,SAT,49
6988,DEN,SAV,5
6989,DEN,SBA,12
6990,DEN,SBN,1
6991,DEN,SBP,9
6992,DEN,SDF,38
6993,DEN,SDQ,3
6994,DEN,SEA,53
6995,DEN,SFO,43
6996,DEN,SGF,19
6997,DEN,SGU,9
6998,DEN,SHR,5
6999,DEN,SHV,9
7000,DEN,SJC,47
7001,DEN,SJD,22
7002,DEN,SJO,1
7003,DEN,SJU,13
7004,DEN,SLC,79
7005,DEN,SLN,9
7006,DEN,SMF,29
7007,DEN,SNA,31
7008,DEN,SPI,1
7009,DEN,STL,52
7010,DEN,SUN,8
7011,DEN,SWF,2
7012,DEN,SYR,4
7013,DEN,TEX,5
7014,DEN,TLH,1
7015,DEN,TPA,29
7016,DEN,TTN,6
7017,DEN,TUL,49
7018,DEN,TUS,26
7019,DEN,TVC,3
7020,DEN,TWF,5
7021,DEN,TYS,22
7022,DEN,VEL,10
7023,DEN,VLC,1
7024,DEN,VNY,1
7025,DEN,XNA,19
7026,DEN,YEG,16
7027,DEN,YUL,10
7028,DEN,YVR,24
7029,DEN,YWG,11
7030,DEN,YYC,39
7031,DEN,YYZ,28
7032,DEN,ZRH,5
7033,DET,BNA,2
7034,DET,HPN,1
7035,DET,PHL,2
7036,DET,TEB,2
7037,DFW,ABE,11
7038,DFW,ABI,9
7039,DFW,ABQ,29
7040,DFW,ACT,11
7041,DFW,AEX,13
7042,DFW,AFW,1
7043,DFW,AGS,1
7044,DFW,AGU,9
7045,DFW,AMA,19
7046,DFW,AMS,12
7047,DFW,ANC,9
7048,DFW,ASE,9
7049,DFW,ATL,28
7050,DFW,AUH,4
7051,DFW,AUS,18
7052,DFW,AVL,3
7053,DFW,BDL,9
7054,DFW,BFI,1
7055,DFW,BGI,1
7056,DFW,BHM,23
7057,DFW,BIF,1
7058,DFW,BIL,9
7059,DFW,BIS,10
7060,DFW,BJX,10
7061,DFW,BMI,11
7062,DFW,BNA,17
7063,DFW,BOG,9
7064,DFW,BOI,9
7065,DFW,BOM,9
7066,DFW,BOS,42
7067,DFW,BPT,9
7068,DFW,BRO,14
7069,DFW,BRU,9
7070,DFW,BTR,10
7071,DFW,BUF,1
7072,DFW,BUR,1
7073,DFW,BWI,22
7074,DFW,BZE,9
7075,DFW,BZN,12
7076,DFW,CAE,10
7077,DFW,CDG,15
7078,DFW,CHA,15
7079,DFW,CHS,16
7080,DFW,CID,10
7081,DFW,CKB,1
7082,DFW,CLE,19
7083,DFW,CLL,23
7084,DFW,CLT,12
7085,DFW,CMH,11
7086,DFW,CMI,9
7087,DFW,CNM,9
7088,DFW,COS,17
7089,DFW,COU,19
7090,DFW,CRP,19
7091,DFW,CUN,26
7092,DFW,CUU,9
7093,DFW,CVG,65
7094,DFW,CVN,9
7095,DFW,CZM,14
7096,DFW,DAL,1
7097,DFW,DAY,16
7098,DFW,DCA,13
7099,DFW,DEN,56
7100,DFW,DFW,4
7101,DFW,DME,1
7102,DFW,DOH,9
7103,DFW,DRO,10
7104,DFW,DSM,19
7105,DFW,DTW,55
7107,DFW,DUB,1
7108,DFW,DXB,8
7109,DFW,ECP,5
7110,DFW,EGE,11
7111,DFW,ELD,7
7112,DFW,ELP,41
7113,DFW,ENV,1
7114,DFW,EVV,11
7115,DFW,EWR,47
7116,DFW,EYW,3
7117,DFW,EZE,9
7118,DFW,FAR,11
7119,DFW,FAT,9
7120,DFW,FCO,7
7121,DFW,FLG,3
7122,DFW,FLL,18
7123,DFW,FPO,2
7124,DFW,FRA,35
7125,DFW,FSD,10
7126,DFW,FSM,18
7127,DFW,FWA,11
7128,DFW,GCK,9
7129,DFW,GCM,10
7130,DFW,GDL,33
7131,DFW,GEG,18
7132,DFW,GGG,9
7133,DFW,GIG,2
7134,DFW,GJT,14
7135,DFW,GLH,9
7136,DFW,GPT,25
7137,DFW,GRI,11
7138,DFW,GRK,23
7139,DFW,GRR,10
7140,DFW,GRU,9
7141,DFW,GSO,9
7142,DFW,GSP,13
7143,DFW,GUA,9
7144,DFW,GUC,5
7145,DFW,GUW,1
7146,DFW,HDN,4
7147,DFW,HKG,18
7148,DFW,HNL,11
7149,DFW,HOT,9
7150,DFW,HOU,26
7151,DFW,HPN,1
7152,DFW,HRL,1
7153,DFW,HRO,9
7154,DFW,HSV,14
7155,DFW,IAD,27
7156,DFW,IAH,60
7157,DFW,ICN,42
7158,DFW,ICT,24
7159,DFW,IFP,8
7160,DFW,ILM,7
7161,DFW,ILN,1
7162,DFW,IND,21
7163,DFW,JAC,11
7164,DFW,JAN,23
7165,DFW,JAX,26
7166,DFW,JFK,31
7167,DFW,JLN,13
7168,DFW,KEF,15
7169,DFW,KOA,7
7170,DFW,KUH,1
7171,DFW,LAS,26
7172,DFW,LAW,14
7173,DFW,LAX,62
7174,DFW,LBB,28
7175,DFW,LCH,9
7176,DFW,LCK,1
7177,DFW,LEX,9
7178,DFW,LFT,16
7179,DFW,LGA,38
7180,DFW,LGB,1
7181,DFW,LGG,1
7182,DFW,LHR,25
7183,DFW,LIH,4
7184,DFW,LIM,9
7185,DFW,LIR,8
7186,DFW,LIT,17
7187,DFW,LRD,13
7188,DFW,LUX,18
7189,DFW,MAD,9
7190,DFW,MAF,24
7191,DFW,MBJ,10
7192,DFW,MCI,24
7193,DFW,MCN,1
7194,DFW,MCO,29
7195,DFW,MDW,2
7196,DFW,MEI,9
7197,DFW,MEM,29
7198,DFW,MEX,37
7199,DFW,MFE,28
7200,DFW,MGA,6
7201,DFW,MGM,11
7202,DFW,MHK,16
7203,DFW,MIA,15
7204,DFW,MKC,2
7205,DFW,MKE,14
7206,DFW,MLI,14
7207,DFW,MLM,9
7208,DFW,MLU,17
7209,DFW,MOB,12
7210,DFW,MSN,10
7211,DFW,MSO,4
7212,DFW,MSP,56
7213,DFW,MSY,23
7214,DFW,MTJ,16
7215,DFW,MTY,9
7216,DFW,MYR,12
7217,DFW,MZT,12
7218,DFW,NAS,9
7219,DFW,NRT,22
7220,DFW,NTU,1
7221,DFW,OAK,16
7222,DFW,OGG,11
7223,DFW,OKC,26
7224,DFW,OKO,1
7225,DFW,OMA,18
7226,DFW,ONT,21
7227,DFW,ORD,53
7228,DFW,ORF,11
7229,DFW,OTP,1
7230,DFW,PBC,9
7231,DFW,PBI,9
7232,DFW,PDX,18
7233,DFW,PEK,9
7234,DFW,PHL,34
7235,DFW,PHX,40
7236,DFW,PIA,9
7237,DFW,PIB,9
7238,DFW,PIE,1
7239,DFW,PIK,9
7240,DFW,PIT,21
7241,DFW,PLS,8
7242,DFW,PNS,23
7243,DFW,POS,2
7244,DFW,PSP,9
7245,DFW,PTY,2
7246,DFW,PUJ,18
7247,DFW,PVG,18
7248,DFW,PVR,14
7249,DFW,PWM,1
7250,DFW,QRO,9
7251,DFW,RAP,9
7252,DFW,RDU,11
7253,DFW,RFD,12
7254,DFW,RIC,10
7255,DFW,RNO,9
7256,DFW,ROC,1
7257,DFW,ROW,18
7258,DFW,RSW,10
7259,DFW,RTB,8
7260,DFW,SAF,14
7261,DFW,SAL,13
7262,DFW,SAN,17
7263,DFW,SAT,25
7264,DFW,SAV,16
7265,DFW,SBA,12
7266,DFW,SBN,4
7267,DFW,SCL,9
7268,DFW,SDF,33
7269,DFW,SEA,35
7270,DFW,SFB,1
7271,DFW,SFJ,1
7272,DFW,SFO,29
7273,DFW,SGF,10
7275,DFW,SHV,21
7276,DFW,SIN,10
7277,DFW,SJC,24
7278,DFW,SJD,16
7279,DFW,SJO,9
7280,DFW,SJT,9
7281,DFW,SJU,9
7282,DFW,SLC,31
7283,DFW,SLP,9
7284,DFW,SMF,18
7285,DFW,SNA,10
7286,DFW,SPI,9
7287,DFW,SPS,9
7288,DFW,STL,24
7289,DFW,SUX,9
7290,DFW,SWF,1
7291,DFW,SWO,9
7292,DFW,SYD,18
7293,DFW,TLH,11
7294,DFW,TPA,18
7295,DFW,TPE,9
7296,DFW,TRC,9
7297,DFW,TUL,26
7298,DFW,TUS,9
7299,DFW,TVC,4
7300,DFW,TXK,10
7301,DFW,TYR,9
7302,DFW,TYS,22
7303,DFW,UIO,8
7304,DFW,VCP,1
7305,DFW,VCT,9
7306,DFW,VNY,1
7307,DFW,VPS,21
7308,DFW,XNA,13
7309,DFW,YUL,18
7310,DFW,YVR,19
7311,DFW,YYC,12
7312,DFW,YYZ,31
7313,DFW,ZCL,9
7314,DFW,ZIH,3
7315,DGB,A43,3
7316,DGB,ADQ,7
7317,DGO,LAX,9
7318,DGO,MDW,9
7319,DHB,LKE,1
7320,DHB,YWH,1
7321,DHN,ATL,12
7323,DHN,MEM,9
7325,DHN,TLH,1
7326,DHN,YIP,1
7327,DIK,BIS,2
7328,DIK,DEN,9
7329,DIK,FAR,9
7330,DIK,ISN,3
7331,DJN,DJN,2
7332,DJN,FAI,1
7333,DJN,GKN,2
7334,DJN,MTX,2
7335,DLC,GUM,1
7336,DLG,ADQ,1
7337,DLG,AKN,28
7338,DLG,ANC,70
7339,DLG,ANI,1
7340,DLG,BET,12
7341,DLG,BRW,2
7342,DLG,CDB,2
7343,DLG,CLP,13
7344,DLG,DLG,3
7345,DLG,DUT,2
7346,DLG,EGX,1
7347,DLG,ENA,2
7348,DLG,FAI,1
7349,DLG,GNU,3
7350,DLG,HOM,2
7351,DLG,IGG,1
7352,DLG,ILI,3
7353,DLG,KCG,1
7354,DLG,KCL,2
7355,DLG,KCQ,3
7356,DLG,KEK,9
7357,DLG,KGK,15
7359,DLG,KLL,10
7360,DLG,KLN,1
7361,DLG,KMO,18
7362,DLG,KNK,3
7363,DLG,KNW,17
7364,DLG,KPN,1
7365,DLG,KPV,2
7366,DLG,KWN,1
7367,DLG,KWT,1
7368,DLG,MCG,1
7369,DLG,NUP,1
7370,DLG,OME,3
7371,DLG,PIP,2
7372,DLG,PTH,1
7373,DLG,PVY,1
7374,DLG,SNP,1
7375,DLG,TOG,16
7376,DLG,TWA,9
7377,DLG,UGS,2
7378,DLG,VAK,1
7379,DLG,WSN,9
7380,DLH,DCA,1
7381,DLH,ENV,3
7382,DLH,FAR,3
7383,DLH,IFP,7
7384,DLH,MSP,27
7385,DLH,ORD,16
7386,DLH,YYZ,1
7387,DME,DFW,1
7388,DME,ORD,1
7389,DNA,ANC,2
7390,DOF,HYG,1
7391,DOF,WFB,9
7392,DOH,ATL,18
7393,DOH,BOS,9
7394,DOH,DFW,9
7395,DOH,IAD,9
7396,DOH,IAH,9
7397,DOH,JFK,9
7398,DOH,LAX,9
7399,DOH,MIA,10
7400,DOH,ORD,18
7401,DOH,PHL,9
7402,DOM,SJU,14
7403,DOV,ANC,1
7404,DOV,AZO,1
7405,DOV,DOV,4
7406,DOV,HHN,4
7407,DOV,KBP,1
7408,DOV,LGG,8
7409,DOV,MIA,1
7410,DOV,MZJ,1
7411,DOV,ORB,1
7412,DOV,ORD,1
7413,DOV,PBI,1
7414,DOV,RSW,2
7416,DOV,USA,1
7418,DOV,XXN,1
7419,DPA,ABQ,1
7420,DPA,APF,1
7421,DPA,ATW,1
7422,DPA,BEH,1
7423,DPA,BNA,1
7424,DPA,BOS,3
7425,DPA,BVO,1
7426,DPA,CLE,1
7427,DPA,CMH,2
7428,DPA,CTH,1
7429,DPA,DAB,1
7430,DPA,DAY,1
7431,DPA,DCA,1
7432,DPA,EAU,1
7433,DPA,GDL,1
7434,DPA,GYY,1
7435,DPA,HPN,1
7436,DPA,IN2,1
7437,DPA,LAS,2
7438,DPA,LFT,1
7439,DPA,LRD,1
7440,DPA,LUK,1
7441,DPA,MDW,3
7442,DPA,MIA,1
7443,DPA,MSN,1
7444,DPA,PBC,1
7445,DPA,PBI,1
7446,DPA,PIT,1
7447,DPA,QQT,1
7448,DPA,RWI,1
7449,DPA,SBN,1
7450,DPA,SCF,5
7451,DPA,SGR,1
7452,DPA,SLP,1
7453,DPA,SUA,1
7454,DPA,SUS,1
7455,DPA,TDF,1
7456,DPA,TEB,2
7457,DPA,UES,1
7458,DPA,UGN,1
7459,DPA,VNY,1
7460,DPA,ZXU,1
7461,DQK,AEX,4
7462,DQK,IAG,1
7463,DQK,LUK,1
7464,DQK,MSP,1
7465,DQK,NGU,1
7466,DQK,YYZ,1
7467,DQL,AKN,1
7468,DQL,GKN,9
7469,DQL,LKK,5
7470,DQS,1G4,6
7471,DQS,BLD,8
7472,DQS,GCN,5
7473,DQS,KNB,2
7474,DQS,L41,5
7475,DQS,PGA,5
7476,DQU,WFB,3
7477,DRF,ANC,1
7478,DRF,ENA,1
7479,DRG,ANC,1
7480,DRG,BKC,20
7481,DRG,DRG,1
7482,DRG,IAN,2
7483,DRG,OME,3
7484,DRG,ORV,1
7485,DRG,OTZ,29
7486,DRG,RDB,14
7487,DRG,SHG,1
7488,DRG,WTK,1
7489,DRO,ABQ,18
7490,DRO,DEN,26
7491,DRO,DFW,10
7492,DRO,LAX,4
7493,DRO,PHX,15
7494,DRO,SBP,1
7495,DRT,GDC,1
7496,DRT,MCI,1
7497,DRT,RFD,1
7498,DRT,SAT,9
7499,DRT,SDF,1
7500,DRT,YIP,4
7501,DRW,UAM,1
7502,DSA,DTW,2
7503,DSA,LCK,4
7504,DSA,MIA,1
7505,DSA,ORD,5
7506,DSI,BNA,1
7507,DSI,JAN,2
7508,DSI,JAX,1
7509,DSI,MEM,8
7510,DSI,MQY,2
7511,DSI,MSY,1
7512,DSI,SDF,1
7513,DSI,TEB,1
7514,DSI,TN8,4
7515,DSM,ABQ,2
7516,DSM,ATL,15
7517,DSM,ATW,1
7518,DSM,AUS,2
7519,DSM,AZA,9
7520,DSM,BFI,1
7521,DSM,BHM,1
7522,DSM,BIS,1
7523,DSM,BNA,10
7524,DSM,BOS,5
7525,DSM,BUR,1
7526,DSM,BWI,4
7527,DSM,CAE,1
7528,DSM,CAK,1
7529,DSM,CID,22
7530,DSM,CKB,1
7531,DSM,CLE,7
7532,DSM,CLL,1
7533,DSM,CLT,10
7534,DSM,CMH,1
7535,DSM,CUN,2
7536,DSM,CVG,4
7537,DSM,DAL,4
7538,DSM,DAY,6
7539,DSM,DCA,10
7540,DSM,DEN,46
7541,DSM,DFW,18
7542,DSM,DTW,30
7543,DSM,ECP,2
7544,DSM,EVV,1
7545,DSM,EWR,16
7546,DSM,FAR,1
7547,DSM,FLL,6
7548,DSM,FSD,2
7549,DSM,FTW,2
7550,DSM,GEG,3
7551,DSM,GRR,2
7552,DSM,GSP,1
7553,DSM,HOU,3
7554,DSM,HUF,1
7555,DSM,IAD,3
7556,DSM,IAH,24
7557,DSM,IFP,7
7558,DSM,IND,2
7559,DSM,JAN,1
7560,DSM,LAS,20
7561,DSM,LAX,10
7562,DSM,LBB,1
7563,DSM,LGA,14
7564,DSM,LGB,2
7565,DSM,MCI,5
7566,DSM,MCO,9
7567,DSM,MDW,4
7568,DSM,MEM,9
7569,DSM,MKC,1
7570,DSM,MKE,4
7571,DSM,MSN,1
7572,DSM,MSO,1
7573,DSM,MSP,25
7574,DSM,MSY,6
7575,DSM,OAK,2
7576,DSM,OKC,5
7577,DSM,OMA,2
7578,DSM,ONT,3
7579,DSM,ORD,75
7580,DSM,PDX,3
7581,DSM,PGD,9
7582,DSM,PHL,10
7583,DSM,PHX,18
7584,DSM,PIA,1
7585,DSM,PIE,9
7586,DSM,PIT,1
7587,DSM,PWK,1
7588,DSM,RDU,6
7589,DSM,RIC,1
7590,DSM,RNO,4
7591,DSM,RST,1
7592,DSM,SAN,1
7593,DSM,SAT,6
7594,DSM,SDF,3
7595,DSM,SEA,2
7596,DSM,SFB,9
7597,DSM,SFO,4
7598,DSM,SJC,7
7599,DSM,SLC,9
7600,DSM,SMF,3
7601,DSM,SNA,2
7602,DSM,SPI,1
7603,DSM,STL,9
7604,DSM,TEB,1
7605,DSM,TUS,2
7606,DSM,XNA,1
7607,DSS,AEX,3
7608,DSS,BGR,1
7609,DSS,BTV,1
7610,DSS,DEN,6
7611,DSS,ELP,1
7612,DSS,IAD,9
7613,DSS,JFK,10
7614,DTO,CMH,1
7615,DTO,FWA,1
7616,DTO,LAX,1
7617,DTO,LRD,1
7618,DTO,MCC,1
7619,DTO,SDF,1
7620,DTO,SVH,1
7621,DTO,YIP,1
7622,DTW,ABE,12
7623,DTW,ABQ,3
7624,DTW,ACY,7
7625,DTW,AEX,1
7626,DTW,ALB,29
7627,DTW,AMA,1
7628,DTW,AMM,5
7629,DTW,AMS,9
7630,DTW,ANC,2
7631,DTW,APN,9
7632,DTW,ART,1
7633,DTW,ATL,32
7634,DTW,ATW,23
7635,DTW,AUS,34
7636,DTW,AVP,14
7637,DTW,AZO,19
7638,DTW,BDL,31
7639,DTW,BED,2
7640,DTW,BFF,1
7641,DTW,BGM,9
7642,DTW,BHM,16
7643,DTW,BJX,6
7644,DTW,BKL,2
7645,DTW,BMI,2
7646,DTW,BNA,38
7647,DTW,BOI,3
7648,DTW,BOS,36
7649,DTW,BTV,12
7650,DTW,BUF,42
7651,DTW,BUR,5
7652,DTW,BWI,33
7653,DTW,BZE,2
7654,DTW,CAK,15
7655,DTW,CDG,18
7656,DTW,CHA,16
7657,DTW,CHS,16
7658,DTW,CID,11
7659,DTW,CIU,9
7660,DTW,CLE,42
7661,DTW,CLT,51
7662,DTW,CMH,39
7663,DTW,CMI,2
7664,DTW,COS,2
7665,DTW,CPS,1
7666,DTW,CUN,24
7667,DTW,CVG,48
7668,DTW,CWA,10
7669,DTW,CZM,4
7670,DTW,DAL,11
7671,DTW,DAY,22
7672,DTW,DCA,40
7673,DTW,DEN,54
7674,DTW,DFW,59
7675,DTW,DSM,17
7676,DTW,DTW,1
7677,DTW,DUB,5
7678,DTW,ECP,5
7679,DTW,ELM,10
7680,DTW,ELP,7
7681,DTW,ERI,9
7682,DTW,ESC,9
7683,DTW,EVV,13
7684,DTW,EWR,68
7685,DTW,FCM,1
7686,DTW,FCO,7
